"Tweet Id","Tweet URL","Tweet Posted Time","Tweet Content","Tweet Type",Client,"Retweets Received","Likes Received","Tweet Location","Tweet Language","User  Id",Name,Username,"User Bio","Verified or Non-Verified","Profile URL","User Followers","User Following","User Account Creation Date"
"""1493544033003909121""",https://twitter.com/footballhetic/status/1493544033003909121,"15-Feb-2022 11:13:40","""RT @AFFPresse: AFF U23 Championship 2022 - UPDATED FIXTURES

#AFF
#AFFU23 https://t.co/lxHtsjmVNz""",ReTweet,"""Twitter for Android""",17,0,"Jawa Tengah, Indonesia",English,"""796581534""","#staysave #stayhealthy",footballhetic,"""Ready Stock: Jersey Bola; Kaos Distro Bola; Casing Custom Bola.""",Non-Verified,https://twitter.com/footballhetic,1813,861,"01-Sep-2012 18:08:37"
"""1493544006298791942""",https://twitter.com/sft3298/status/1493544006298791942,"15-Feb-2022 11:13:34","""RT @MAFF_JAPAN: そして、あんこうと並んで冬に食べたくなる魚介類と言えば、 #牡蠣 ！
明日公開の #aff は、全国有数の牡蠣の産地、#広島県 の牡蠣の養殖現場に密着します。
牡蠣を育む豊かな海を守るための知られざる取り組みとは？
#チョコもいいけど魚介類もね…""",ReTweet,"""ツイタマ for Android""",24,0,＼横浜優勝／,Japanese,"""6931002""",3298(みにくーぱー),sft3298,"""着物着て酒飲みながらなにか作ってるやきう民""",Non-Verified,https://twitter.com/sft3298,1222,2672,"19-Jun-2007 14:21:55"
"""1493543964586426369""",https://twitter.com/sft3298/status/1493543964586426369,"15-Feb-2022 11:13:24","""RT @MAFF_JAPAN: 全国有数の #あんこう の水揚げを誇る #下関 では、ユニークなあんこうレシピが続々と生まれています。
写真は「あんこうのコッペサンド」。
タレが染みたあんこうのフライとパンは、見るからに相性抜群。
ホットドックに目がない私、一度食べてみたい。…""",ReTweet,"""ツイタマ for Android""",35,0,＼横浜優勝／,Japanese,"""6931002""",3298(みにくーぱー),sft3298,"""着物着て酒飲みながらなにか作ってるやきう民""",Non-Verified,https://twitter.com/sft3298,1222,2672,"19-Jun-2007 14:21:55"
"""1493543114099015690""",https://twitter.com/_AmirulBob/status/1493543114099015690,"15-Feb-2022 11:10:01","""RT @AFFPresse: AFF U23 Championship 2022 - UPDATED FIXTURES

#AFF
#AFFU23 https://t.co/lxHtsjmVNz""",ReTweet,"""Twitter for Android""",17,0,,English,"""1668231625""",🏴🏴,_AmirulBob,"""bantai tapi santai""",Non-Verified,https://twitter.com/_AmirulBob,623,1658,"13-Aug-2013 16:18:47"
"""1493541984661012480""",https://twitter.com/buchi_uma/status/1493541984661012480,"15-Feb-2022 11:05:32","""RT @MAFF_JAPAN: 全国有数の #あんこう の水揚げを誇る #下関 では、ユニークなあんこうレシピが続々と生まれています。
写真は「あんこうのコッペサンド」。
タレが染みたあんこうのフライとパンは、見るからに相性抜群。
ホットドックに目がない私、一度食べてみたい。…""",ReTweet,"""Twitter for Android""",35,0,やまぐちの農林水産物需要拡大協議会,Japanese,"""1204207369032355840""",ぶちうま産直市場,buchi_uma,"""やまぐちの農林水産物需要拡大協議会（山口県漁協ほか）が運営する「ぶちうま産直市場」は旬の鮮魚セットをダイレクトにお届け！
山口県の魚、漁業、水産加工品の情報もアップします！""",Non-Verified,https://twitter.com/buchi_uma,291,102,"10-Dec-2019 01:14:30"
"""1493541895284281351""",https://twitter.com/ngs2940/status/1493541895284281351,"15-Feb-2022 11:05:11","""RT @MAFF_JAPAN: そして、あんこうと並んで冬に食べたくなる魚介類と言えば、 #牡蠣 ！
明日公開の #aff は、全国有数の牡蠣の産地、#広島県 の牡蠣の養殖現場に密着します。
牡蠣を育む豊かな海を守るための知られざる取り組みとは？
#チョコもいいけど魚介類もね…""",ReTweet,"""Janetter Pro for Android""",24,0,ふぐすまふぐすまー！,Japanese,"""125165529""",にわ,ngs2940,"""成人済/声オタ/DearGirl/銀河遊牧民/どうでしょう藩士/安田国民/黄薔薇/蜀の民/てっぱくの地下/忍術学園/駅メモer/ぽか女将見習い

似た画像上げたりしてるアカウントあったら二次元垢の方です（腐ってるのでそっちの垢名は秘密）""",Non-Verified,https://twitter.com/ngs2940,214,386,"21-Mar-2010 22:55:24"
"""1493541823851102208""",https://twitter.com/ngs2940/status/1493541823851102208,"15-Feb-2022 11:04:54","""RT @MAFF_JAPAN: 全国有数の #あんこう の水揚げを誇る #下関 では、ユニークなあんこうレシピが続々と生まれています。
写真は「あんこうのコッペサンド」。
タレが染みたあんこうのフライとパンは、見るからに相性抜群。
ホットドックに目がない私、一度食べてみたい。…""",ReTweet,"""Janetter Pro for Android""",35,0,ふぐすまふぐすまー！,Japanese,"""125165529""",にわ,ngs2940,"""成人済/声オタ/DearGirl/銀河遊牧民/どうでしょう藩士/安田国民/黄薔薇/蜀の民/てっぱくの地下/忍術学園/駅メモer/ぽか女将見習い

似た画像上げたりしてるアカウントあったら二次元垢の方です（腐ってるのでそっちの垢名は秘密）""",Non-Verified,https://twitter.com/ngs2940,214,386,"21-Mar-2010 22:55:24"
"""1493538117076226048""",https://twitter.com/jinjinsuger3/status/1493538117076226048,"15-Feb-2022 10:50:10","""RT @MAFF_JAPAN: 全国有数の #あんこう の水揚げを誇る #下関 では、ユニークなあんこうレシピが続々と生まれています。
写真は「あんこうのコッペサンド」。
タレが染みたあんこうのフライとパンは、見るからに相性抜群。
ホットドックに目がない私、一度食べてみたい。…""",ReTweet,"""Twitter for Android""",35,0,,Japanese,"""1412626677335683072""",jinjinsuger3,jinjinsuger3,"""夕日が好き""",Non-Verified,https://twitter.com/jinjinsuger3,179,304,"07-Jul-2021 04:17:55"
"""1493537164231012354""",https://twitter.com/11Terengganu/status/1493537164231012354,"15-Feb-2022 10:46:23","""RT @AFFPresse: AFF U23 Championship 2022 - UPDATED FIXTURES

#AFF
#AFFU23 https://t.co/lxHtsjmVNz""",ReTweet,"""Twitter for iPhone""",17,0,"Kuala Terengganu",English,"""1936540008""",TERENGGANU,11Terengganu,"""🖤🤍 Terengganu Sebelas 🏴🏳️ FB : TERENGGANU 11 - IG: @terengganu11 - Telegram: https://t.co/buRMv6u1p4 - Youtube : Terengganu 11""",Verified,https://twitter.com/11Terengganu,19650,327,"05-Oct-2013 05:44:26"
"""1493536858097082369""",https://twitter.com/Fuhfuhh_/status/1493536858097082369,"15-Feb-2022 10:45:10","""RT @warmsutthi: ช็อป NIKE ใน LAZADA วันที่ 15-16 นี้มีส่วนลดน้า

- Voucher 10% OFF, Min Spend of THB 2,200 
- Voucher 15% OFF, Min Spend of…""",ReTweet,"""Twitter for iPhone""",4,0,,Undefined,"""714128701""",ฟฟ,Fuhfuhh_,"""""",Non-Verified,https://twitter.com/Fuhfuhh_,225,416,"24-Jul-2012 11:22:47"
"""1493535663257497601""",https://twitter.com/jamoraquai/status/1493535663257497601,"15-Feb-2022 10:40:25","""HostMaria | Exclusive Offer from AppSumo https://t.co/Phv6VhZdaH #HostMaria #web #hosting #aff #businesstools #productivity #appsumo #appsumodeal #appsumolaunch""",Tweet,"""ContentStudio.io""",0,0,Pilipinas,English,"""21417221""","Benedict Jamora",jamoraquai,"""📈 Trader Wannabe 🌓 Crypto Believer 📨 Internet Marketer 💻 Domainer 👇👇👇""",Non-Verified,https://twitter.com/jamoraquai,844,1669,"20-Feb-2009 17:55:49"
"""1493533015460306944""",https://twitter.com/ju2_wkt/status/1493533015460306944,"15-Feb-2022 10:29:54","""RT @outytkb: #AFF の補助金の減額理由ですが，「補助金額確定」メールの下段にあるsupportアドレスにメールで問い合わせると，１つひとつ丁寧に減額理由を教えてくれますよ。""",ReTweet,"""Twitter for iPhone""",4,0,,Japanese,"""3007214857""",夏雪葛❤️‍🔥,ju2_wkt,"""シンエヴァ良かった勢. 罪を憎んで人を憎まず. 任期付き数学屋. 生き物として自然な頻度で主夫. たまにヴァイオリン弾き. 若手(≦40). 2009年12月から始めて5代目の主アカウント. ソーシャルディスタンスな演奏会のyoutube動画は↓のwebsiteよりどうぞ. 2回接種済み✌️""",Non-Verified,https://twitter.com/ju2_wkt,848,1318,"01-Feb-2015 20:34:07"
"""1493532829971468289""",https://twitter.com/ju2_wkt/status/1493532829971468289,"15-Feb-2022 10:29:09","""RT @cashirisama: 交付決定が下り、実績報告が済んだ翌々月に「リハーサルの経費は直前3回までを助成対象とする」という、要項のどこにも書かれていない謎ルールを後出しじゃんけんで出してくる #AFF 事務局。どうなってるの？""",ReTweet,"""Twitter for iPhone""",6,0,,Japanese,"""3007214857""",夏雪葛❤️‍🔥,ju2_wkt,"""シンエヴァ良かった勢. 罪を憎んで人を憎まず. 任期付き数学屋. 生き物として自然な頻度で主夫. たまにヴァイオリン弾き. 若手(≦40). 2009年12月から始めて5代目の主アカウント. ソーシャルディスタンスな演奏会のyoutube動画は↓のwebsiteよりどうぞ. 2回接種済み✌️""",Non-Verified,https://twitter.com/ju2_wkt,848,1318,"01-Feb-2015 20:34:07"
